tenure_months,contract,internet_service,monthly_charges,churn
38,One year,Fiber optic,64.09,0
22,Month-to-month,Fiber optic,93.07,0
22,Month-to-month,Fiber optic,62.95,1
11,One year,Fiber optic,62.14,0
70,Month-to-month,Fiber optic,54.93,0
10,Month-to-month,DSL,60.21,1
6,One year,No,43.04,1
68,Two year,Fiber optic,74.48,0
40,Month-to-month,Fiber optic,58.19,0
31,Month-to-month,DSL,44.92,0
53,One year,DSL,41.37,0
27,Two year,Fiber optic,57.63,0
9,Month-to-month,Fiber optic,64.13,1
53,Month-to-month,Fiber optic,76.07,0
12,Month-to-month,DSL,37.74,0
40,One year,Fiber optic,73.5,0
69,Two year,DSL,23.68,0
68,One year,Fiber optic,90.15,0
26,Month-to-month,Fiber optic,65.3,0
56,One year,DSL,55.44,0
44,Two year,Fiber optic,72.26,0
34,Month-to-month,DSL,49.83,1
10,Two year,DSL,31.42,0
27,Month-to-month,DSL,35.87,0
47,Month-to-month,Fiber optic,61.15,0
72,One year,Fiber optic,70.3,0
0,Month-to-month,Fiber optic,85.91,0
52,Two year,DSL,50.2,0
61,Month-to-month,DSL,34.2,0
69,Month-to-month,Fiber optic,71.05,1
30,Month-to-month,Fiber optic,69.03,0
8,Month-to-month,Fiber optic,65.79,0
19,Month-to-month,Fiber optic,69.82,1
62,One year,Fiber optic,79.16,0
64,Month-to-month,DSL,36.36,0
46,Month-to-month,No,20.85,0
8,One year,Fiber optic,81.79,1
8,Month-to-month,Fiber optic,75.63,0
34,One year,Fiber optic,85.35,1
42,Month-to-month,Fiber optic,87.23,1
2,Month-to-month,DSL,28.67,0
50,One year,Fiber optic,73.46,0
39,One year,No,18.9,0
0,Two year,DSL,30.62,1
6,Month-to-month,DSL,35.53,0
33,Month-to-month,No,21.39,0
52,One year,DSL,41.47,0
60,One year,No,17.72,0
31,One year,Fiber optic,69.84,0
21,One year,No,54.36,0
70,One year,Fiber optic,49.3,0
33,Month-to-month,Fiber optic,83.65,1
23,One year,No,24.78,0
32,Month-to-month,Fiber optic,64.75,1
0,Month-to-month,Fiber optic,45.78,1
22,One year,Fiber optic,79.15,0
37,Month-to-month,Fiber optic,52.71,0
67,Month-to-month,Fiber optic,79.93,0
53,Two year,Fiber optic,90.9,0
57,One year,DSL,29.61,0
39,Month-to-month,DSL,59.02,0
8,Two year,Fiber optic,70.31,0
28,Month-to-month,DSL,19.87,0
72,One year,DSL,30.54,0
3,Month-to-month,DSL,47.14,0
64,Month-to-month,DSL,49.81,0
49,Month-to-month,No,6.03,0
20,Month-to-month,Fiber optic,70.38,1
56,Month-to-month,DSL,54.88,0
61,Month-to-month,No,36.98,0
3,One year,DSL,40.05,0
7,Month-to-month,Fiber optic,75.26,0
48,Month-to-month,DSL,57.87,0
72,Two year,DSL,55.23,0
1,One year,Fiber optic,80.7,1
48,Two year,DSL,46.36,0
9,Month-to-month,DSL,43.87,0
47,Month-to-month,DSL,48.27,0
45,One year,Fiber optic,60.83,0
6,One year,DSL,58.35,1
49,Month-to-month,DSL,26.64,0
65,Two year,Fiber optic,63.95,0
63,One year,DSL,44.57,0
2,One year,Fiber optic,75.64,1
17,Month-to-month,DSL,52.89,0
17,One year,DSL,62.87,0
33,Month-to-month,DSL,45.93,0
10,Two year,DSL,36.38,1
62,Month-to-month,Fiber optic,68.26,0
56,Month-to-month,DSL,41.17,0
59,Month-to-month,Fiber optic,76.24,0
14,One year,DSL,32.2,0
1,Two year,Fiber optic,67.89,0
66,Two year,DSL,64.47,1
21,One year,DSL,47.16,0
47,Two year,Fiber optic,57.36,0
66,One year,Fiber optic,65.92,0
2,Month-to-month,Fiber optic,43.2,1
0,One year,Fiber optic,69.29,0
0,Month-to-month,Fiber optic,89.77,1
11,Month-to-month,DSL,30.76,0
3,Month-to-month,DSL,27.53,0
59,Month-to-month,No,17.16,0
44,Two year,Fiber optic,81.06,0
71,Two year,Fiber optic,90.46,0
58,Month-to-month,Fiber optic,75.38,0
70,One year,DSL,29.57,0
17,Month-to-month,DSL,44.73,0
21,Month-to-month,DSL,66.47,1
62,Month-to-month,DSL,41.27,0
17,Month-to-month,DSL,46.69,0
4,Month-to-month,No,27.89,0
48,Month-to-month,Fiber optic,51.45,0
58,Month-to-month,DSL,56.98,0
70,Month-to-month,DSL,55.25,0
67,Two year,Fiber optic,46.08,0
8,Month-to-month,No,9.03,0
56,Month-to-month,DSL,33.36,0
61,Month-to-month,DSL,53.98,0
50,Month-to-month,Fiber optic,60.99,1
59,Month-to-month,Fiber optic,74.82,0
61,Month-to-month,DSL,42.82,0
32,One year,Fiber optic,70.85,0
2,One year,Fiber optic,75.95,0
33,One year,Fiber optic,73.27,0
14,One year,Fiber optic,69.77,1
8,Month-to-month,DSL,48.92,0
9,Month-to-month,DSL,47.6,0
50,Month-to-month,Fiber optic,67.48,0
36,Month-to-month,DSL,39.83,0
39,Month-to-month,Fiber optic,92.57,0
54,Month-to-month,Fiber optic,64.69,0
40,One year,DSL,61.4,0
45,Month-to-month,DSL,36.78,0
6,Month-to-month,Fiber optic,79.72,0
62,One year,DSL,66.41,0
32,Month-to-month,Fiber optic,65.95,0
11,Two year,DSL,36.99,0
59,Two year,Fiber optic,64.85,0
53,Two year,DSL,44.77,0
3,Month-to-month,DSL,48.86,1
14,Month-to-month,Fiber optic,69.52,1
1,One year,DSL,39.96,0
19,One year,DSL,68.45,0
7,One year,Fiber optic,67.59,1
51,Month-to-month,DSL,37.56,0
38,Month-to-month,DSL,54.97,0
71,Month-to-month,Fiber optic,80.16,0
54,Month-to-month,No,41.95,0
44,Month-to-month,Fiber optic,93.13,1
37,Two year,DSL,49.16,0
3,Month-to-month,DSL,41.54,0
5,One year,No,2.17,0
44,Two year,DSL,33.75,0
0,Month-to-month,DSL,47.5,1
3,Month-to-month,Fiber optic,55.83,1
15,One year,Fiber optic,50.98,0
64,Month-to-month,DSL,45.79,0
33,Month-to-month,Fiber optic,79.32,0
51,Two year,DSL,42.04,0
30,One year,Fiber optic,80.76,0
12,Two year,Fiber optic,77.4,0
27,Two year,Fiber optic,83.79,0
6,Month-to-month,DSL,71.08,0
56,One year,Fiber optic,101.37,0
13,One year,Fiber optic,78.78,0
27,One year,No,19.48,0
71,One year,DSL,45.74,0
43,One year,DSL,63.88,0
33,Two year,Fiber optic,59.28,0
39,Month-to-month,Fiber optic,87.37,0
57,One year,DSL,42.96,0
18,Month-to-month,Fiber optic,72.73,1
46,One year,Fiber optic,60.31,0
63,One year,No,9.12,0
41,One year,Fiber optic,66.65,0
32,Month-to-month,No,40.64,0
10,Month-to-month,Fiber optic,61.58,1
18,Month-to-month,Fiber optic,89.35,1
69,Month-to-month,Fiber optic,63.13,0
39,Month-to-month,No,12.18,0
21,Two year,DSL,48.04,0
30,Month-to-month,DSL,53.15,1
42,Two year,Fiber optic,72.26,0
39,Month-to-month,DSL,46.81,0
51,One year,DSL,64.24,0
18,One year,DSL,46.14,0
47,One year,DSL,39.36,0
32,One year,DSL,31.4,0
68,One year,DSL,60.28,0
11,Two year,Fiber optic,64.89,0
10,One year,DSL,41.06,0
33,Month-to-month,Fiber optic,82.62,1
37,Month-to-month,No,49.65,0
50,One year,Fiber optic,73.02,0
29,Month-to-month,Fiber optic,68.36,0
66,Month-to-month,Fiber optic,69.93,0
34,One year,DSL,39.53,0
9,Month-to-month,Fiber optic,65.73,0
8,One year,DSL,40.79,0
71,One year,DSL,55.93,0
9,One year,Fiber optic,68.94,0
69,One year,DSL,61.31,0
20,Two year,DSL,43.6,0
6,One year,DSL,40.6,0
22,Two year,Fiber optic,85.33,0
44,Month-to-month,No,25.26,0
31,One year,Fiber optic,68.48,0
57,One year,DSL,45.4,0
44,Month-to-month,DSL,62.6,1
29,Month-to-month,Fiber optic,73.67,1
46,One year,Fiber optic,84.99,0
70,Month-to-month,DSL,42.18,0
30,Two year,Fiber optic,83.07,0
11,Month-to-month,Fiber optic,72.85,1
29,Month-to-month,Fiber optic,80.59,1
61,One year,DSL,56.6,0
15,Month-to-month,Fiber optic,58.7,0
69,Month-to-month,DSL,45.86,0
42,One year,No,36.49,0
43,Month-to-month,DSL,58.4,0
23,Month-to-month,DSL,60.04,0
67,One year,DSL,46.26,0
2,One year,Fiber optic,88.48,1
21,One year,Fiber optic,62.11,0
30,Month-to-month,Fiber optic,52.06,1
34,Month-to-month,Fiber optic,66.67,0
34,Two year,Fiber optic,84.35,0
10,One year,DSL,31.97,0
16,Month-to-month,Fiber optic,52.36,0
6,Two year,Fiber optic,49.35,0
41,Month-to-month,DSL,53.83,0
25,One year,Fiber optic,52.63,0
41,One year,DSL,51.59,0
43,Two year,Fiber optic,66.06,0
51,Two year,DSL,35.75,0
39,Month-to-month,Fiber optic,58.02,0
47,One year,Fiber optic,72.48,0
42,Month-to-month,DSL,35.95,1
47,One year,Fiber optic,69.94,0
45,One year,Fiber optic,74.82,1
23,Month-to-month,Fiber optic,77.35,1
17,Month-to-month,DSL,56.21,0
57,Month-to-month,Fiber optic,,0
25,Month-to-month,DSL,32.4,1
40,Month-to-month,DSL,50.59,0
14,Two year,DSL,52.87,0
31,Month-to-month,DSL,42.82,0
38,One year,Fiber optic,66.55,0
45,Two year,DSL,74.7,0
38,One year,Fiber optic,54.48,0
26,Month-to-month,Fiber optic,75.92,0
70,Two year,DSL,57.55,0
37,One year,DSL,40.9,0
59,One year,Fiber optic,67.98,0
53,Two year,No,20.18,0
40,One year,No,25.0,0
64,Month-to-month,Fiber optic,80.79,0
9,Two year,DSL,42.62,0
67,Month-to-month,DSL,82.33,0
62,Two year,No,19.57,0
36,Month-to-month,DSL,61.53,0
53,Month-to-month,Fiber optic,76.53,0
37,Month-to-month,DSL,46.3,0
19,Month-to-month,Fiber optic,87.65,0
58,Two year,DSL,25.8,0
17,Month-to-month,DSL,50.1,0
22,One year,DSL,36.4,0
37,Month-to-month,Fiber optic,64.77,1
61,Two year,DSL,39.2,0
28,Month-to-month,DSL,33.43,1
36,Month-to-month,Fiber optic,50.17,1
3,Month-to-month,Fiber optic,74.67,1
8,One year,Fiber optic,69.21,0
4,Two year,DSL,41.39,0
5,Two year,Fiber optic,79.11,0
63,Month-to-month,DSL,50.42,0
61,Month-to-month,DSL,41.8,0
59,Month-to-month,DSL,81.61,0
4,Month-to-month,DSL,57.22,0
5,One year,Fiber optic,99.34,0
20,Month-to-month,Fiber optic,65.02,0
41,One year,Fiber optic,73.0,0
24,Two year,DSL,30.14,0
35,Month-to-month,DSL,41.03,0
12,Month-to-month,DSL,37.99,1
53,Month-to-month,DSL,80.95,0
22,Month-to-month,DSL,36.69,0
4,Month-to-month,No,22.19,1
54,One year,DSL,27.56,0
65,Month-to-month,Fiber optic,76.4,0
1,One year,Fiber optic,59.2,0
31,Two year,DSL,56.02,0
60,Two year,DSL,23.54,0
51,One year,DSL,43.54,0
62,Month-to-month,Fiber optic,47.85,0
30,Month-to-month,DSL,39.11,0
27,Month-to-month,Fiber optic,66.55,0
51,Two year,Fiber optic,62.81,0
11,Two year,DSL,39.0,0
17,Month-to-month,DSL,56.65,0
43,Month-to-month,Fiber optic,96.09,0
48,Month-to-month,Fiber optic,74.07,0
8,Month-to-month,DSL,34.68,0
37,Two year,Fiber optic,70.77,0
26,Month-to-month,Fiber optic,65.75,1
36,Month-to-month,DSL,55.67,0
69,Month-to-month,DSL,48.45,0
5,Month-to-month,Fiber optic,51.07,0
72,Month-to-month,DSL,58.18,0
32,Two year,DSL,56.6,0
56,Month-to-month,Fiber optic,87.94,0
30,One year,Fiber optic,63.8,0
22,Month-to-month,Fiber optic,73.61,0
56,Month-to-month,Fiber optic,55.78,0
50,Month-to-month,DSL,44.39,0
10,Month-to-month,Fiber optic,74.76,0
51,Month-to-month,No,17.37,0
54,Month-to-month,Fiber optic,74.11,1
28,Two year,DSL,47.02,0
67,One year,DSL,39.6,0
46,Two year,DSL,61.77,0
24,Month-to-month,DSL,42.19,0
0,One year,DSL,46.59,0
49,One year,DSL,27.4,0
15,Month-to-month,No,31.23,0
55,Month-to-month,No,19.28,0
38,Month-to-month,No,36.49,0
34,One year,Fiber optic,54.27,0
11,Month-to-month,Fiber optic,75.17,1
51,Month-to-month,Fiber optic,43.82,1
12,Two year,DSL,52.39,0
30,Month-to-month,Fiber optic,67.9,0
61,Two year,Fiber optic,74.79,0
67,Two year,DSL,37.8,1
72,Two year,Fiber optic,58.61,0
69,One year,DSL,39.79,0
40,Month-to-month,Fiber optic,72.3,0
14,One year,DSL,51.92,0
61,One year,Fiber optic,73.65,0
58,One year,DSL,33.76,0
72,Month-to-month,DSL,67.05,0
47,Month-to-month,Fiber optic,73.99,1
10,Month-to-month,Fiber optic,62.53,1
36,Month-to-month,DSL,50.09,0
32,One year,DSL,48.07,0
61,Two year,Fiber optic,67.9,1
28,One year,DSL,41.49,0
23,One year,Fiber optic,81.82,1
5,Month-to-month,DSL,65.73,1
60,Month-to-month,Fiber optic,45.57,0
55,Month-to-month,DSL,59.77,0
3,Month-to-month,Fiber optic,70.24,1
31,Month-to-month,Fiber optic,72.84,0
35,Month-to-month,Fiber optic,86.22,0
34,Month-to-month,Fiber optic,38.14,1
67,One year,DSL,54.78,1
10,Month-to-month,DSL,60.39,0
22,Month-to-month,Fiber optic,61.74,0
13,Month-to-month,Fiber optic,53.27,1
17,One year,DSL,64.68,0
66,One year,DSL,23.92,0
68,Month-to-month,DSL,50.02,0
3,Month-to-month,Fiber optic,82.28,1
46,Two year,Fiber optic,74.76,0
16,One year,Fiber optic,76.78,1
14,One year,DSL,41.82,0
21,Month-to-month,DSL,50.55,0
14,Two year,Fiber optic,61.5,0
35,Two year,Fiber optic,63.05,0
72,Month-to-month,DSL,45.43,0
42,One year,Fiber optic,51.52,0
52,Month-to-month,DSL,51.92,0
36,One year,Fiber optic,40.23,0
1,Month-to-month,Fiber optic,74.35,1
6,Month-to-month,Fiber optic,75.48,0
19,Two year,No,15.47,0
17,Two year,Fiber optic,55.19,0
61,Month-to-month,Fiber optic,65.1,0
61,Two year,DSL,52.68,0
62,Month-to-month,Fiber optic,74.15,0
46,Month-to-month,Fiber optic,56.66,0
40,Two year,Fiber optic,71.27,1
47,Month-to-month,DSL,48.14,0
29,Month-to-month,Fiber optic,72.63,0
48,One year,DSL,33.16,0
57,Month-to-month,DSL,46.87,1
55,Month-to-month,DSL,56.01,0
44,Month-to-month,Fiber optic,76.44,0
4,One year,DSL,49.94,1
52,Month-to-month,DSL,64.71,0
26,Month-to-month,DSL,47.01,0
54,One year,Fiber optic,59.9,0
39,Month-to-month,DSL,34.94,0
64,Month-to-month,DSL,47.11,0
24,One year,No,7.75,0
67,One year,Fiber optic,66.27,0
61,Month-to-month,DSL,50.57,0
24,Two year,DSL,59.05,0
35,One year,DSL,26.47,0
38,Month-to-month,DSL,46.19,1
56,One year,DSL,44.18,0
50,One year,Fiber optic,70.45,1
62,One year,Fiber optic,71.7,1
27,One year,Fiber optic,69.62,0
36,One year,DSL,61.71,0
31,Two year,Fiber optic,84.93,1
66,One year,DSL,70.72,0
22,Two year,No,24.87,0
42,One year,DSL,40.07,0
8,Two year,DSL,33.39,1
62,Two year,DSL,38.77,0
28,Month-to-month,Fiber optic,78.57,1
24,Month-to-month,DSL,55.42,1
42,One year,DSL,53.11,0
36,Month-to-month,DSL,37.03,0
61,One year,Fiber optic,62.09,0
38,One year,Fiber optic,93.48,1
37,Two year,DSL,35.02,0
7,Month-to-month,DSL,62.0,0
1,One year,DSL,49.85,0
29,Month-to-month,DSL,,0
72,Month-to-month,DSL,30.79,0
66,Month-to-month,DSL,36.73,0
45,Month-to-month,DSL,50.01,0
46,Month-to-month,DSL,34.08,0
28,One year,Fiber optic,88.65,0
12,One year,Fiber optic,67.51,0
0,Month-to-month,DSL,53.41,1
24,Month-to-month,Fiber optic,77.44,0
23,Month-to-month,DSL,64.46,0
13,Two year,Fiber optic,64.74,1
18,Two year,DSL,46.27,0
1,Month-to-month,Fiber optic,53.18,0
44,Month-to-month,DSL,46.24,0
67,Month-to-month,DSL,58.68,0
50,One year,Fiber optic,72.63,0
32,Month-to-month,DSL,72.75,1
30,Month-to-month,DSL,51.24,0
22,Month-to-month,DSL,38.52,0
10,Month-to-month,No,30.47,0
43,Month-to-month,DSL,27.44,0
41,Month-to-month,DSL,35.41,0
0,One year,DSL,,0
30,Month-to-month,No,25.19,0
20,Month-to-month,DSL,44.27,0
12,One year,Fiber optic,84.46,0
51,Month-to-month,DSL,43.81,0
38,One year,No,12.97,0
46,Two year,Fiber optic,88.71,0
52,Month-to-month,Fiber optic,34.66,0
71,Two year,DSL,45.46,0
58,One year,DSL,47.61,0
45,One year,Fiber optic,69.88,0
64,Month-to-month,DSL,51.0,0
34,Month-to-month,DSL,46.33,1
71,Month-to-month,Fiber optic,76.0,0
55,Two year,DSL,37.77,0
47,One year,Fiber optic,52.49,0
65,Month-to-month,DSL,44.44,0
37,Month-to-month,Fiber optic,57.68,0
52,Month-to-month,DSL,36.26,0
20,Month-to-month,Fiber optic,83.94,1
70,One year,No,43.7,0
45,Month-to-month,DSL,58.71,0
57,One year,Fiber optic,81.49,0
33,One year,No,25.72,0
63,One year,DSL,57.19,0
5,Two year,DSL,49.27,1
8,Month-to-month,No,48.37,0
37,One year,No,13.98,0
53,One year,DSL,53.07,0
59,Month-to-month,No,9.83,0
32,Month-to-month,Fiber optic,78.14,1
47,Month-to-month,Fiber optic,49.37,0
40,Month-to-month,Fiber optic,55.44,0
70,Month-to-month,Fiber optic,54.61,0
47,Month-to-month,DSL,48.03,0
30,One year,Fiber optic,74.25,0
70,Month-to-month,DSL,74.41,0
7,Month-to-month,Fiber optic,68.9,1
71,Month-to-month,Fiber optic,79.27,0
11,Month-to-month,DSL,46.93,1
21,Two year,Fiber optic,78.27,0
59,Month-to-month,DSL,46.72,0
53,Month-to-month,DSL,58.2,0
70,Month-to-month,DSL,32.37,0
54,Month-to-month,DSL,15.63,0
46,One year,No,30.01,0
25,One year,Fiber optic,48.34,1
0,Month-to-month,DSL,60.74,1
9,One year,Fiber optic,63.42,0
21,Month-to-month,Fiber optic,57.54,1
2,Two year,DSL,77.41,0
37,One year,DSL,44.78,0
56,Month-to-month,DSL,42.48,0
70,One year,DSL,53.98,0
35,Two year,DSL,54.79,1
63,Month-to-month,DSL,58.67,0
71,Two year,Fiber optic,54.0,0
62,Two year,Fiber optic,76.43,0
33,Month-to-month,DSL,41.48,0
23,One year,DSL,33.95,0
71,One year,Fiber optic,70.58,0
17,Month-to-month,Fiber optic,48.27,0
30,Month-to-month,Fiber optic,81.08,1
5,Two year,DSL,41.51,0
57,One year,Fiber optic,64.27,0
47,Month-to-month,Fiber optic,68.35,0
6,Month-to-month,Fiber optic,67.99,0
16,Month-to-month,Fiber optic,83.69,1
40,Two year,DSL,31.85,1
39,One year,No,20.41,0
58,Month-to-month,Fiber optic,67.4,0
19,Two year,DSL,32.22,0
67,Two year,DSL,46.91,0
32,Month-to-month,DSL,36.31,0
60,Month-to-month,Fiber optic,53.15,0
17,One year,Fiber optic,76.31,0
2,Month-to-month,No,43.57,0
4,Month-to-month,No,25.58,0
27,One year,Fiber optic,68.76,0
69,Two year,DSL,43.51,0
3,Month-to-month,Fiber optic,63.81,1
26,Two year,Fiber optic,84.04,1
7,Two year,Fiber optic,71.13,0
68,Month-to-month,DSL,18.86,0
49,Month-to-month,Fiber optic,84.39,1
55,One year,Fiber optic,81.45,0
52,One year,Fiber optic,77.22,0
47,Month-to-month,Fiber optic,36.94,1
56,One year,Fiber optic,69.96,0
0,One year,DSL,55.72,0
63,One year,DSL,49.55,0
54,One year,Fiber optic,72.46,0
53,Month-to-month,Fiber optic,80.75,1
28,Month-to-month,DSL,46.67,0
58,Month-to-month,Fiber optic,84.44,1
27,Two year,Fiber optic,71.94,0
3,Two year,DSL,45.99,0
66,One year,DSL,55.71,1
17,Month-to-month,Fiber optic,65.22,1
7,One year,Fiber optic,56.83,0
45,Month-to-month,Fiber optic,70.05,1
17,Month-to-month,Fiber optic,77.08,0
62,Month-to-month,DSL,56.1,0
32,Two year,DSL,56.17,1
0,Month-to-month,Fiber optic,69.18,1
69,One year,Fiber optic,67.94,0
37,Two year,Fiber optic,62.89,0
19,One year,Fiber optic,73.0,0
49,Month-to-month,DSL,25.31,0
38,Two year,Fiber optic,70.27,0
2,One year,DSL,79.2,0
55,Month-to-month,DSL,26.95,0
29,One year,No,26.88,0
51,Two year,DSL,49.53,0
65,Month-to-month,No,31.08,0
44,Month-to-month,No,13.4,0
49,Month-to-month,Fiber optic,76.19,0
18,Month-to-month,Fiber optic,63.59,1
17,One year,Fiber optic,52.87,1
30,Month-to-month,DSL,56.42,0
62,Month-to-month,DSL,52.98,0
38,Month-to-month,Fiber optic,58.4,1
25,Month-to-month,DSL,38.47,0
56,Month-to-month,DSL,38.04,0
62,One year,DSL,25.28,0
65,Month-to-month,Fiber optic,79.15,0
21,Month-to-month,Fiber optic,79.6,0
51,Two year,DSL,41.01,0
43,Two year,Fiber optic,69.66,0
32,Month-to-month,DSL,46.38,1
28,Month-to-month,Fiber optic,72.93,0
8,Month-to-month,Fiber optic,53.83,1
20,Month-to-month,Fiber optic,75.86,1
40,Month-to-month,DSL,30.89,1
64,Two year,Fiber optic,78.18,0
63,One year,No,12.22,0
13,Month-to-month,Fiber optic,54.4,1
49,Two year,No,24.66,0
6,Month-to-month,Fiber optic,69.39,1
49,Month-to-month,Fiber optic,71.24,0
24,Month-to-month,No,14.29,0
32,Month-to-month,DSL,47.43,0
52,Two year,DSL,48.56,0
31,Month-to-month,DSL,58.99,0
58,One year,Fiber optic,72.22,0
38,Month-to-month,DSL,37.81,0
72,Two year,Fiber optic,53.84,0
46,One year,DSL,26.64,0
21,Month-to-month,No,28.88,1
56,Month-to-month,DSL,54.52,0
29,Two year,DSL,34.32,1
38,Month-to-month,DSL,48.06,0
9,Month-to-month,DSL,42.91,1
8,Two year,Fiber optic,78.62,0
41,Month-to-month,DSL,55.39,0
13,Month-to-month,DSL,17.81,0
72,Month-to-month,Fiber optic,82.39,0
62,Month-to-month,DSL,48.03,0
51,Month-to-month,Fiber optic,63.62,0
53,Month-to-month,DSL,38.96,0
43,Month-to-month,DSL,45.38,0
4,Month-to-month,Fiber optic,63.96,0
28,Month-to-month,Fiber optic,58.76,0
36,Two year,DSL,36.51,0
66,One year,Fiber optic,57.52,0
16,Month-to-month,No,41.16,0
36,Month-to-month,Fiber optic,70.67,0
25,One year,Fiber optic,97.03,1
9,Month-to-month,Fiber optic,74.45,0
7,Month-to-month,DSL,52.07,0
26,One year,DSL,32.26,1
6,Month-to-month,DSL,42.38,1
4,One year,No,25.87,0
25,Two year,DSL,37.35,0
14,Two year,Fiber optic,64.42,1
40,Month-to-month,Fiber optic,75.04,1
1,Month-to-month,DSL,50.28,0
22,Month-to-month,Fiber optic,53.96,0
33,One year,DSL,48.4,0
70,Two year,DSL,51.64,0
46,Two year,DSL,37.92,0
64,Month-to-month,DSL,36.7,0
25,Two year,No,30.3,0
32,Month-to-month,DSL,14.12,0
30,Two year,DSL,45.03,0
64,Month-to-month,Fiber optic,89.61,0
70,Month-to-month,DSL,13.84,0
70,Month-to-month,Fiber optic,79.87,0
54,Two year,No,31.53,1
36,Month-to-month,DSL,27.74,0
39,Month-to-month,DSL,51.25,0
71,Month-to-month,Fiber optic,82.02,0
20,Month-to-month,DSL,30.88,0
25,Two year,Fiber optic,61.51,1
65,Month-to-month,DSL,45.31,0
28,Month-to-month,Fiber optic,81.73,0
17,One year,DSL,38.51,0
40,Month-to-month,DSL,44.49,0
23,Month-to-month,Fiber optic,62.02,0
65,Month-to-month,Fiber optic,70.29,0
66,Month-to-month,Fiber optic,82.56,0
22,Month-to-month,Fiber optic,71.27,0
38,Month-to-month,Fiber optic,65.71,0
71,Month-to-month,Fiber optic,69.61,0
54,One year,Fiber optic,60.39,0
15,Two year,Fiber optic,58.07,0
43,Two year,DSL,59.44,0
45,Month-to-month,Fiber optic,89.65,0
47,Month-to-month,Fiber optic,48.5,1
1,Two year,DSL,51.99,0
21,One year,Fiber optic,80.31,0
62,Month-to-month,DSL,30.46,0
17,Month-to-month,No,19.34,0
21,Month-to-month,DSL,38.08,1
23,Month-to-month,DSL,67.81,0
12,Month-to-month,DSL,64.83,1
11,Month-to-month,DSL,33.95,0
25,Two year,DSL,27.49,0
63,One year,Fiber optic,79.28,0
0,One year,DSL,51.53,0
20,Month-to-month,DSL,59.93,0
4,One year,DSL,32.29,0
40,One year,Fiber optic,78.68,0
18,Month-to-month,Fiber optic,61.22,0
57,One year,DSL,52.48,0
42,One year,Fiber optic,69.55,0
57,Two year,DSL,67.81,0
46,Month-to-month,Fiber optic,75.37,0
32,Two year,Fiber optic,66.23,0
62,Month-to-month,Fiber optic,71.66,0
